anomaly_type,agent_id,transaction_ids,description
velocity_spike,10a131ee-52c9-4d4b-bbde-0f731290f9e4,d169c194-9936-4476-9739-298e2146025e;1c717ca8-b14a-41c9-ac5e-10438ad1ebca;be587145-03ae-47b4-b7b1-49edefc64950;3bd2ec64-264e-4c28-a73b-d93ad7364a84;0893b69a-21da-44b4-8383-d3474133028e;607c8e8a-2dd7-4e2b-8c1a-34b8d2b5119f;beacb1cf-b22c-481a-afbb-be834da98d71;64ae7304-392a-41f0-be02-ae0a23313f5d;9cc3cb10-5b48-4166-b7d6-cb312a356d8f;8ed568d3-4f05-43a9-acf8-f6e1316514f6;011671ad-ada5-4b82-8bb9-a0e6ce4f4ca2;fcd22ed5-e561-4946-b8b9-86093cf0cebc;402c29eb-f638-481b-95e6-bb27df2813ed;2977506e-725a-4fa4-a45e-e031f374c1b8;fdd84905-5e5b-49a4-b87a-d0b08260e89e,Burst of 15 large cash-outs in under 1 hour
velocity_spike,b63dcc85-73d6-4313-83f3-e838d97947b1,1b946a66-c0d3-48a8-8270-30a438045aeb;0d59c471-51db-4cb8-925d-75952feb3fd5;ff8211a6-07de-4e7d-b962-d77ae8968ccc;0f46fddf-3ecd-425f-a847-528e934f76ca;4c8d71b6-ae20-430b-a0b1-7b1e3c33247a;1d0dd626-5aa8-47d1-b112-8d14378f9547;76cfa450-84d5-45ad-ae4c-64a5ed25a24a;ec4b60af-c69c-4207-8846-287bb121169a;c2141466-437a-45f4-9899-01eb84c607bd;91015681-7b48-4029-b8f6-8614ba8fc975;2066d4e3-fd7b-4f75-97c2-46c3b0eb629d;b3df07a5-e5a2-4b1a-a299-4d21cbc7df27;913ee63e-345a-4814-9840-feb995fa9d19;4d1c4dfc-f7df-4e8f-9183-140ba29049f4;63f0e3b4-d694-46c3-b2fb-cbc4f8fb47b7;9c19ea71-c553-4fa7-988e-1fd9e756219a;faa51bfb-82b3-45aa-862c-4903f529e226;9b07045b-11f4-4f31-af9b-d5d8cf2d9aad;1a4559da-6162-449d-868d-bf19d619a133;ea5b9872-3640-45de-a4c3-44f8d4a9edeb;3e8f2b07-3262-4f9d-8c74-807ff5c3f899;6e3f3ab1-691f-490c-b6b6-1d04f27d5d70;f1b5a53a-34f7-40a0-936e-577f3f4fd22d;76bc03c4-8127-4478-98b1-e8ed14ea9bfa;844c78ad-2477-4835-9e47-fddc30c971c8;b07ed4e8-d029-4307-aa76-673dec8d5c9e;ce460e17-458a-47e6-a823-41dc25f09e79,Burst of 27 large cash-outs in under 1 hour
velocity_spike,ee804021-2598-4018-a5b1-60af17b62bd7,b8b372c7-f249-4bd3-85b1-7fa7851e3059;a5c494ea-38c1-4055-855b-a1943980bcb1;7de7aea6-ec98-40ea-a210-33a7e6f7db3e;4b9adb59-42f9-4e32-b987-5151d33661ce;5f76070a-76b6-473d-b729-cfa22ff1cc8f;67897d96-c003-449a-bde3-b896217a69d5;dbb2a217-bb16-456b-b70f-5940d9b71eb6;9b66828e-5793-4e4e-8035-547826ed87b8;4d87c2d2-a1ce-4bae-9053-19f02dd79961;d39aede3-9eb1-4d06-81d1-29367f228bbd;bb385d8a-f212-4b22-bd6e-7ffbbf264f29;092d78bb-0d99-420a-bf00-e4f2855c98c5;bf4e289e-d191-4c3a-bddc-ad1d957d44f7;fff1a705-b035-44c7-91f3-1b3c6d851041;94964813-a938-4914-957f-22bb1b20757d;a67c975d-7ea3-4dba-858b-79d0bd8affb7,Burst of 16 large cash-outs in under 1 hour
velocity_spike,ee804021-2598-4018-a5b1-60af17b62bd7,fa8fa1b0-fc52-4845-8860-014779bbace8;6f56fa4b-df4e-478c-b2c7-3b5d58fa14af;6f9acc62-147a-4c67-b4df-80f3530af87c;06b6a31a-e3b7-4802-8b2a-bb2fff16abbe;ff6fab21-c3f0-414e-828d-c3a9379c8ba1;5a743331-6fcf-4e16-84d7-09e8a0863dfc;2acdc3f7-ea11-48d2-80a4-54cf01223321;cea8699d-bc4d-4d75-921b-31a5f0c51181;8681aa61-713b-4386-9daf-7114d43c8813;e1463bd8-f939-4c12-ab36-568212e19ef8;e66beb92-813d-4cc2-a0aa-ff7da13407b8;5fc1e7f2-44a0-4fcd-a0dc-4278f536a272;eefc57ea-609a-4315-93a8-0772f62fa0c6;3e0f132f-babd-43c1-a79e-74b3ae2d01d4;83742a61-4581-4f94-a122-104a6eb61565;e649c6d4-2cf8-4153-95dc-72c5cc899b4a,Burst of 16 large cash-outs in under 1 hour
velocity_spike,ee804021-2598-4018-a5b1-60af17b62bd7,8fb80a47-a89a-408a-bc42-8f6ed1cc39bc;08ce5a77-13f3-4688-95c1-1a8299eea30a;33648334-af70-4afc-9844-c3b25df7bab1;c09d004a-274d-45cc-9341-97d4db78328c;1f7f3ef9-b78b-4afc-8efe-1e7d17ec37f9;7a9dd9d1-db8b-43a9-bd23-5225bf7621fb;a809a0cc-7810-46ea-b86c-f36d42188dd9;49540b30-1d13-4a7f-98e1-3af81bfe47d4;7e371126-d76c-48a7-b82e-16b35d94588d;7c182194-cb8f-4ca3-b7d4-277387e940f2;e0c1b21b-520f-440f-ae46-1c0895588a0b;8e45cee8-2bdc-4908-b9ea-3e6f3a2ad412;fd7b5a52-c841-47c5-8bd4-f3cd49ab8f72;50f2fae6-73bb-4a1e-bf71-93d17a940662;ed9481c8-0169-4a8a-ad63-16fbff23c4ba;b522421d-702b-44f6-83a7-9474f002a025;17ab578d-8b4d-46c6-8bc9-102639a4c5c4;731c7f7d-e45d-4c57-9e62-eb52aae7288c;b2f8990c-9339-4470-afa6-66da6ddefe32;b299e99c-eda8-4e16-a335-e4d87e120447;fd167989-4a88-4bd4-945a-df0d83f68e3d;be1afee6-0b1b-4684-8e20-cd8495fa5702;37725507-ec4a-411c-9fa9-fdc1b569baad;e1906d13-a23e-4dbc-b717-452f664008bc;9117b62d-7ca5-4ad4-a005-52015dd9cf65;b8c4d7e8-4391-40b7-892a-0c13e1898f57;6ab9a9bb-38ea-4e8f-99aa-8a1076bd6fbd,Burst of 27 large cash-outs in under 1 hour
velocity_spike,edbeadd3-be59-4797-927c-af6f1743a05e,2efe9c83-c125-47a4-a4a0-53df2e3cfce2;231c7898-fbbc-4034-828f-b32015c3dc55;57639dc6-c03b-41f5-9c74-ca6060c42f98;59c52803-5e2b-4f86-8fb8-9caef188e24d;6a8814dd-031b-4339-8bd5-9aca3137a09b;907bf807-f257-411a-9026-e172348a197a;ecb8cc0c-f517-4d50-9f31-4993e5bf13ef;c533e096-c938-419b-896d-0e09e9005586;4513c8b3-22f5-4d01-81c6-054e0110e63c;b6dd04b4-30bb-4175-a1a3-2fd25ff7f422;309a7b97-1a20-47e8-9d7b-f9b2ae803b9f;b6d9a46b-d4b5-45d1-98a1-df8d4d45f6e7;fc1972c9-4784-46e2-a7ae-fc8246aa7ba0;243f9d64-119a-4d63-a104-731a520da937;3bac41fe-a446-4397-9def-52e0cb787ece;997264b1-a0e8-4f3d-aa5c-5ae1c0025476;0b3d75a6-5886-4c5c-b5fb-1ca281d0abb3;af48d68b-0b25-4ada-912e-58b683cee411;5ff5cd7b-80d4-4f10-910e-227e927701d4;14e26838-37b5-4b76-b210-d095730a7200,Burst of 20 large cash-outs in under 1 hour
velocity_spike,09738250-bac5-4fa3-b4f9-026715cfb638,e68a990d-54a3-497d-a790-5fcfe902ed14;a8654246-fbb9-4835-a238-007a5df4abbb;e4d384b0-343e-4977-b50e-c774b4b8d9c7;7c53c9e4-d2a0-4d9a-a249-1d0a4c543a7f;774fd12a-3121-40b4-8513-305c30c9bf98;3584376d-a8c0-41ca-b161-0f4b9f8d7270;0647f24e-2d8b-41f7-bf6c-66679734b8e9;eed8d2bf-0deb-43c7-9c5e-46689be249a3;23ecff78-5722-4407-829f-2580994edc87;4323772b-489a-480e-b83b-d4fd863ec67c;5e37c8f0-4ffa-40b3-a6a2-4fa90afaa20c;a4c7f0c6-cd6a-449f-9e93-f5173ececfc2;d3e18fb0-8b5f-447f-819b-fe8c5b57c605;88d4f9e1-294a-4af0-99ac-6c4fbc251741;3fcb8f56-232a-4a08-a8f5-08ff41217ed5,Burst of 15 large cash-outs in under 1 hour
velocity_spike,47158c9d-96e3-45b4-9582-d5efdf3fb660,4689f8a9-c6e5-400e-bad4-e92cc7ce3037;5b603d4d-c190-4ac5-b7c7-6c02c0be458f;869b0aeb-5f4b-4b3a-b53f-4317e911b289;1a0c4cbc-eb94-4b98-8bdf-569cc07257cc;d3add431-dcaf-48f3-b9cf-8020e185d292;626c7a86-58b9-4701-94ea-3fc12a9a0a06;2a8e79b3-d330-4f84-89a3-191cb6f17601;2b673b74-8547-40b7-898d-78440381af5c;60113eb8-9b4a-43e4-9aca-be4e0f3237d3;1026ea43-45cd-4c8d-87b0-c398a0d6ee09;f78609d9-6aa9-4020-ab02-2ee513d1592a;6819f8f6-7d20-4ae7-bc90-82d62e5c8525;a0c82145-d255-49b5-914e-9432b8516afd;132fcd10-3f26-4351-b783-f2c82bad2ca7;f6704c98-c5cc-4d2d-bb5d-9601bd9266b4;1fd72185-16c6-4918-b9e2-b8314d588038;2eebb61c-82d5-45f5-a38c-b88ebada5046;6b599d20-ee87-4fe7-8914-df94e0d408af;ae31d43c-3207-4306-85c5-df4090811a68;78c78d7d-1abb-417c-ab85-f44e1410311b;c440ace2-2424-4ea6-9a20-9f6ab59305b8;efd737e7-bdfb-4b99-abe8-90941983a4f1;f869cec7-b80c-4de3-97ab-8c28bec3f2cc;622a7c12-6cbb-4a73-bd7e-ff7099d38017,Burst of 24 large cash-outs in under 1 hour
velocity_spike,cf623685-bcd0-424f-b2ad-dad395a6a56f,541017e2-d5f5-4c32-87b1-895202d0a903;78d90dce-a4b9-4eff-aaf2-b35ee7a0ebc2;effa9edb-1443-4465-868c-f9421069ac39;22dbe689-361e-497d-a63a-359682a19931;2be6bbf2-72f7-44f3-a293-543d2666c05e;c236d1b1-4896-480e-be5f-0ea5139958a9;42519cf7-8ae5-48bd-b7df-7ab1a9da53bc;c4b2ea31-06f0-48ad-ba5c-5c6d224bddae;e424a28f-bdc8-4921-8bd5-74e53e254283;e5f996a5-c0af-4ce7-88d7-10d7530e4b58;6eb5ca22-5c6a-4606-a049-28ba97863d64;535c7873-8d6a-4098-a831-3f6afe50357e;f71e6fba-1969-4327-be94-cf31430b0b4a;a858770c-4f43-418d-b12a-00e8c8c91fc2;0962c412-6f37-41e4-88d9-78c32014c0ea;92df53c5-eb6b-43b0-9e9c-5d82eddbdce2;0694178f-b320-4ddd-bd32-c6ba83681045;891d41ce-872e-463a-a641-e2fed24cd65b;dd3f5487-8ac5-45f0-a703-8dd19bb77288;6a560b01-2384-4b77-95e7-4bc5047b10c7;aaff6784-b7a6-422d-8fb0-9f9a8e7d7561;7608d758-d9c5-4d14-bb0b-ebe2247013ea;bde1d384-3da8-47ea-8e43-a50923d2a890;2a448790-b0c9-42aa-af2e-b9e5e8f438e0;1cf7102f-be1f-4ef5-9213-83b5ed46df59;0bff3e3d-079a-4cf3-b472-99a74451e0c7;7485975e-962e-4c50-adc9-9e5317d42f21;1dbc5397-60de-4a0a-bb14-b1ad89995dcc,Burst of 28 large cash-outs in under 1 hour
velocity_spike,cf623685-bcd0-424f-b2ad-dad395a6a56f,709d09d4-5a8d-4fba-a749-17f07ee48388;8174bc14-8544-41df-b090-a2fa02f0a6b6;789dd48d-872b-4872-9012-89ea69eea21d;cf7c5684-7d43-4a2c-be4b-a8dbda3aaa2c;37c8ca58-e685-478c-b02c-be18a6e0b4a7;ef1a3d37-eb95-407a-b358-abd10756fb69;b9727de0-9918-4c5c-9c1c-357ab06385b4;503003ce-3079-4ef2-9ea8-da7c312b830a;6e051c70-a092-4f2e-9041-38a9d9f5022b;51bfd549-a99c-40fd-ba8b-c631693416ad;df979167-4735-433c-b081-318a206061a7;3073a98c-2bad-4c8d-85b2-47a7a173e6b0;2d8589b5-092c-4d69-9a75-e8a6d51ee1d6;be4b9887-bbea-4a32-a98b-d7c63ca1a58b;5a9e4d66-b514-4ee7-83d0-8515788fb324;9234c013-1d55-4b0e-93ac-f98380423c50;9defdd1f-2057-4bfd-a7e8-38dafe261156;0815c344-0a4f-49d2-b756-64acd29459d6;491a069c-2202-4f6a-8091-76ded995b198;023f9cdb-d278-4700-a400-2a0243e5ce86;75744dab-86ee-4551-aa6c-317a004561db,Burst of 21 large cash-outs in under 1 hour
velocity_spike,09738250-bac5-4fa3-b4f9-026715cfb638,1f2f96bd-709e-48dc-839b-c7dc2c0f44b2;57429e11-06f8-48fc-a737-be6007eaedbc;3531f64e-8425-44d9-8c6a-6979c4e22e1c;b3bdcd89-d67d-4a96-a805-c880df054ebf;f23fc5e2-9889-4e30-a2c6-7c5bbfa7d2d6;3ce6927b-ce27-48c5-ac19-3aafee884329;0c3b74dd-743b-4094-be72-e615453d8981;01c895b7-f6f7-48ee-ac12-d8ce059948dc;901bbf1b-6f85-49f3-b0ff-2444f806abc2;f9145899-87e5-4dac-8f86-c81ee4efcfd4;514da968-a1bc-49b8-98d3-18b69991c6fe;64d6eab8-41f5-48bb-82c9-98b6a70aca0f;e6c754a7-a837-40cc-87dd-6224c7a3cb1c;864d57cf-6d2b-4ac4-83c8-a12334218639;4085424f-f49f-4479-bdf8-823573b792a1;2e2c3937-9a01-4055-a627-c1fef241673d,Burst of 16 large cash-outs in under 1 hour
velocity_spike,10a131ee-52c9-4d4b-bbde-0f731290f9e4,abce70ce-e337-4b26-8db8-19c51884049b;29a48643-152d-4a94-930b-c31e8330524b;7f036b1f-9e08-4a00-8928-f8cdf5636ca3;24336def-dda8-4644-8e94-26839190a3e3;7354028b-4138-491b-a89d-001fb4c806e1;692d1ad3-6dd8-46a7-bd00-ee2936aa3bce;eefa881f-a495-4773-a308-eeeda0b3d3dd;a7ffc278-8b0c-409f-9d4e-c84a1ff492b7;37c43e2b-95e7-4f35-b13c-7668c41dcc09;bcf92fe6-8d2d-4b97-bdd0-e58a1f2d5a35;a714aefa-a0d6-40e1-8fee-1dfa58cb09f9;7ca5c5fc-3074-4bae-a3c7-05169acbc78d;959c3669-bd2b-4285-922b-2d76016acfad;e355ec86-4192-4b98-a7d7-10e1604872e7;f81f3a0c-d260-4834-add3-104a7078aee6;1759d31d-dc87-4758-a911-d2361f27d15a;5b286e1d-c1c5-4f00-8c13-79161324c2a5;01f6b989-14d9-4b33-83e9-cd417ce4c964;d0e95bdb-7e19-441f-8c50-97c93f9477a3;a5fb68ad-62e5-43b2-b4e7-c1dd57bd9f56;5031404e-e9ca-4a04-9896-8d6338097f70;69ab1eba-68fc-460a-bf28-de7398fa40c3;77b87c43-58c6-4935-94fd-a170a6e34f22;227da7a3-297f-4425-83df-d5ad679dfae5;f9917217-78c4-4e7a-9003-339f4c04d775;74059412-d209-4fe2-81c2-ae336f225ac1,Burst of 26 large cash-outs in under 1 hour
velocity_spike,4a3feed6-8d43-4a9e-9d76-1be4bfe739b1,df474a7a-a080-4585-b962-bde2d840f6d9;65c77864-dd3c-429a-b279-8ca3b08b454d;9173fd80-9ac0-43a2-83c2-b7d734730258;e6a9120c-8241-4e39-b81e-cea0fbfc3a94;5b3c203b-be3f-4ea7-84e5-ff681f042a88;810fb2ff-e0b3-4272-bbd9-657af7b224d7;adc06b1e-6cdc-42dd-8fc9-728e0dd79d6d;788e1e2a-3bfb-4d15-b3c1-5eb529be2883;b6e4c14c-8b5a-4b26-a058-d133b441d663;dd49418c-b613-4b5f-98f2-f8b9e7bda84c;1cc31300-ab17-43f9-82e3-f8b43cb420a3;ee7f3beb-87c9-4c0c-bd82-a8726cab9abb;d96d198a-68ca-4e95-8dd6-fd5468b089db;c8c9be00-449a-4e12-9478-64282826b6bf;38d1442b-9b1d-4ced-82f0-2101692765e3;bb624ef8-bcf1-429b-83fb-314705ae8f92;071efb93-dceb-4dcf-b070-4b2fdc27b2d0;b352f6ad-daf9-427d-b328-293246596139;15fd8375-ac7b-48b3-923a-e09448be39e7;21a371bb-2f43-4fad-88c4-724272ae7b9d;a1d1d259-31cf-4e6f-b413-f2e98f75a17d;f5cd24a2-11e7-4957-ad4f-760f74c89d67;d46b2857-ad79-4a4a-8faa-37a4f7f65e00;c412942c-6952-4cc2-ac09-1ec8c7c84e1f;32401efc-3eae-4bd2-85b3-efb50c7d60f2;7577396b-b14f-4fb6-ad4d-68f3831f312e;5bae9f14-896e-426e-88fb-c6a966cf1bc4;a08e735b-e4eb-439f-a6e6-2f4825d5de6f,Burst of 28 large cash-outs in under 1 hour
velocity_spike,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,c6c0e953-f1d2-414f-a53f-5514535dd0e0;7af3434b-725c-4415-b4bf-1fe9160cb02d;d9aeafdb-27b4-4ec7-b383-7efa5114bf03;ed100c5f-c359-4a26-a061-2a35c0ab0241;1f2e7414-d509-42fc-b03b-70f5aaa254fc;d9a7ea6d-f156-4a86-8da7-e0a9e735a917;cf6a78d7-eae6-4633-af95-d8b9253b806b;d995cff9-fcc0-4dd3-a815-5d37483ad999;a2c50b63-2016-4dec-bb3b-066194feb56e;9b634289-9e77-4e67-8458-2903bd53ca70;8f37e156-80f9-454c-800f-64b8e25332e4;286a559f-cb5d-4b0a-8b6a-6bfd05c4daa4;6112b791-c2b1-40dd-af11-84acef52c02b;c589e5d5-9a1f-465c-b1c9-741f11fbc73f;aa8ca10c-b5b2-4216-9821-e018376939b6;bbc4daaa-7558-4179-ad26-960abd7d1402;18c84918-ba8b-4a0d-ac8e-6cdcafad5efd;bf9bdfc8-5096-4e97-913e-c190fcffc5bc;78c2dee8-51d4-4b15-b961-84295c4352dd;0c631938-2a1f-44b6-be08-73c77f92dd98;531247a2-37ba-4589-bb57-9da01cc3a354;eca2a531-4e2a-4152-9d15-bc27fc9a064d,Burst of 22 large cash-outs in under 1 hour
velocity_spike,522a74ea-ac50-4e50-be1d-cb2790f06579,c5e28f7f-fb21-4bf5-b669-23206efc58e3;85ebd54c-e970-49a8-beb7-69000232b3c3;624c8241-b59d-4302-9605-a01cd75b8e9d;562434f3-0a4c-4792-a7af-9cee3b8631ac;a64057d1-00c5-4b73-8160-377a883584bf;80a0e972-e547-4fc9-abe8-a0a1e0f08712;62395a7d-8b7b-42f1-977b-427ce6e73fcb;bd968253-03e2-4b23-8b0c-3a98f7196223;d5b63f5b-e8e3-48c3-aa12-bc06ab43fc6b;42dbdd6c-2df1-41f7-a332-a58e670df1a4;d487b5d8-a6be-4e3b-aa5d-c392bcad0720;e6a6b262-98bf-4577-ba94-52ae22007341;a276b728-8cca-4969-a2ff-19949b820543;ad1912d6-028b-4f50-b0f8-29b3d572887f;203631cb-2ee4-401b-b922-0d95c26b0119;5038ac73-243f-4efd-a293-cbe71d43df8f;1e2798f3-da4e-4e31-8803-3c7704a362bc;43aed8e7-0f07-47b5-bcfa-2c4df36c0eb7;c195c08d-2d1f-46e0-9fb5-604e273ae602,Burst of 19 large cash-outs in under 1 hour
velocity_spike,cf623685-bcd0-424f-b2ad-dad395a6a56f,d510040b-bf23-48ab-a0e9-fcbcd3c23bbd;b3bf7300-5ab6-406b-ab0a-1ba364cb4aff;47a7238c-2277-4777-b2d0-e3348c8bf9be;a69b0b5d-1597-4365-bdb4-33639f42775c;c37fb37f-7b2d-4d87-93c4-55efa43df3fd;1e38b393-b72b-4007-acb4-6718c55ee0c2;1cc4e9b5-779b-4700-b556-0e7a06d1b136;07a05fd2-a676-4106-905e-493d03ac19a8;262e94c2-d66e-412f-b098-09377a3375a4;ad8094e7-efca-4d1c-ac3c-37913fc71613;4688b054-bf7b-4056-a1e0-459f97920b0c;e498aaea-de9b-43ec-9892-cb1e875e194c;19f3f05e-e08a-48d8-8a72-ba8cd14bc0e4;17c57a04-a558-4f23-acd8-175d4e3b7319;39de2361-0f63-483d-88e6-80c0502d47e7;36bab066-3bfa-4a17-8b98-97588583b01c;d798d624-ffb6-47c5-a857-5058786eaede;dea84abe-3385-4cac-80b1-189eb9eafda1;1c2759bb-d8c3-4fd4-a6a9-4076aba95b78;5a15a0e2-6db3-44a8-af87-c7afe2d3a171;83205e61-331d-4ac5-b97e-4166e355d8d3;b1e46424-af0e-4a16-a024-d27a3a8fab02;a83f5f1e-b97e-4f85-886d-80e677e53f5c;ad0b14fb-d280-40b4-b1b0-52efb154c825;ef8f6902-70cc-4879-8679-b9dd9ecfb4e1,Burst of 25 large cash-outs in under 1 hour
velocity_spike,10a131ee-52c9-4d4b-bbde-0f731290f9e4,87200c9e-2e73-4548-ad56-6eaf40143e66;9a10b8f7-f8a0-4112-aff7-239aee7db130;f14c3105-49f0-4530-9849-2917a82d27b0;048bab72-23bd-41f6-9b15-15103c18212f;ebadae74-fca0-4cab-bff6-61b50a5dbd05;b77381ca-0e48-4eb9-9fed-9b207a15a0a9;16de0ad3-ad27-4d86-8be7-067d90cc064c;a88f918b-f4d1-4432-aeec-0100815aa383;863390a2-804e-41e3-b6e1-6cd40d74e772;f08aafe0-3bbe-45d8-b829-3e0adf59d425;ae93aedf-5f17-497b-a9d1-e740af6212e7;8f63eea2-8513-42e2-8615-fbf748f752cd;a3decfbf-0c77-4772-9a82-3e0d6fc62213;ebb45601-229c-446f-a762-0addc2af20b4;ea108207-47d7-4670-a134-a7d13a34bc4b;d66043f3-8268-4815-8ad7-b22773d784e4;99322712-380d-4405-96f4-1d28efa5bef3;afb48f98-228b-46c8-887e-a5426edf6595;a7748286-e5d6-47cd-8f28-46d40f1f6646;3264efa3-cd05-4608-9c0b-f8c9bc45cad8;d8be2fd3-c94d-445a-ad6d-e24c26d937ec;603ba27e-0cf3-41a2-94eb-0e542df6dbdf;32d44073-a344-48de-bed7-4eed6fb7c4a0;4cb9f4b7-46df-465d-9887-32190384a8f3;d78e024d-dbce-4798-af9c-16a4ee4a9146;97742e46-24d5-463e-93a8-cf237c591289;7c5460b7-f14a-4f1f-bae1-9b4574e84b66;74529339-471b-4c72-8b9c-e3650c887a60;6ca44614-1f6c-48d9-9555-11887db1ec0e;7d643bb2-ddcf-4797-a10b-6913e520a5d6,Burst of 30 large cash-outs in under 1 hour
velocity_spike,edbeadd3-be59-4797-927c-af6f1743a05e,3fd8362e-9491-447b-8235-2eff7ca0372c;74ab784f-892a-4ea0-acad-6162df55aa76;70b6b880-b54c-455f-b303-d8ac82b766b1;7c3c8ece-acba-432c-b5f8-7ac9e63b6639;69821884-8e98-4dc1-836c-d282efd6ef89;38f61605-d4eb-4553-9d1f-817e597a4d53;8c4cb3c1-22cc-4fad-a318-920f09f91b4f;82d2e924-164e-485a-8d52-69ed0b34be05;1403a34c-e2d1-421e-9716-f520b6d47d7f;51d80eb3-0620-4c47-9828-8c1e937582e8;419e881d-8416-47c2-ba52-9f8537c742b3;905a35e4-08a4-40ee-80b1-0c1c2f5798ff;7579d555-ad04-4efd-bbcb-b4a768eabe72;867d0afb-134c-4766-a006-29ae1e3e1e7c;1b9639c0-4bd6-4aac-a7c4-0534dbf25a56;38d5756e-084e-44e4-bfba-bae91ad7cdd7;536bd9d4-65e2-48d2-8480-b74a0f67caee;cfcbe203-719f-4cc9-945e-62fbcaac8711;03623d6c-583b-4ffb-b434-99426e3910a3;c01d9b98-159f-4c87-b8af-6a55c680bf7e;0a5ac70d-5061-40ba-aefe-37426d99812e;65b3cc05-f016-4bbf-981f-7a57572088a5;d026e4e8-0d62-4d50-8f7c-af43858d2943;0c48202a-9066-4ab7-a1e6-c5eebab8c920;4663ceb8-d143-4873-a450-fac2ad483d12,Burst of 25 large cash-outs in under 1 hour
velocity_spike,ee804021-2598-4018-a5b1-60af17b62bd7,ad397b8d-84e3-4252-b727-84db58db6cea;e52c6694-1eb6-47d0-aeb0-c7e02f130849;9c91d04d-34fb-4fdf-8f52-67caf8c4354c;33f192fa-fbf0-4019-a590-fcc17ba9d5e6;a8f58960-a749-4e0e-a2f4-764b9fc73b8d;1e6d48a2-1cb1-4164-bbb5-522419d05fff;e9232332-cd81-4e2b-8752-1db98dfa86b6;4bd8f8a8-6b6c-4c05-9445-dcc68b296c93;8db4b016-d7f8-4484-9b8c-870105e2329f;4e7dc39d-ce3a-4da2-b649-1345d31c8ac4;406d29c5-8b92-4cf2-8901-5c67f91b782a;2b254ffc-f2f3-460d-b48e-c04f35b93032;c704bed8-d9c5-4443-be60-04e8153be501;c7810fad-a8ea-4852-8bb3-6c7cf488599f;92c9013b-f2fb-4c24-8f70-498b2fc55a35;c61f6231-9087-4df6-b6a9-8aeb1ceabbd2;e56f369e-d966-4606-8b16-6231904c2bac;2aacde02-5bc7-4396-a338-3532a2024501;a9c06fc2-c56d-40ba-8904-27c3dd47521b,Burst of 19 large cash-outs in under 1 hour
velocity_spike,3e9c3d6b-f33f-4bc6-b757-c574eca9618e,89b980a8-e426-4513-92da-6cd7ef961f28;6ae3b08d-4da6-4ec9-b7a4-d1770e8c53b6;28a977aa-298f-4484-9cfd-95eb3bcc5f38;4a4a69d0-af86-4a77-9b70-60d2f062b63a;77139480-8201-41db-b07d-be691ff8d611;cd710f64-2afa-4e34-b69b-3e297819a38b;1cf99161-388e-4c4f-a0b1-095da9920429;d8c2b10d-7bbc-4f99-b4cf-aa72c6c1e82d;06621db6-b9a7-429d-a653-501cbb728dab;c8776ec1-ba1f-4dfe-b886-314c00fd7123;36a4727f-b467-4c46-928a-26358ec8f0c6;fe8e3d21-c596-40f3-bb89-20e6020b7ae9;f4e7c14b-c59c-4d40-a582-e3b3bfca868f;b183ebbb-7fe5-4913-b64f-af6c1e1998eb;19621f70-f3f1-4bc7-bdb0-49058f093fd0;384f1e29-98a5-4904-a16a-e779c33396ef;a27bc664-9639-480f-bc6b-a1a188008339;13f3cf54-166e-47d6-9958-3a49fcf92451;00861cdd-0ce7-4590-9dd1-4afbed2bb5dc;2a87646c-d941-4b59-bd75-0055bf8b53d9;3424d74c-363c-4da9-9d84-71c246e53ca1;05be719a-73fd-4a75-be75-f789f82b20a3,Burst of 22 large cash-outs in under 1 hour
velocity_spike,b63dcc85-73d6-4313-83f3-e838d97947b1,69c91a00-9739-4f8d-8eb9-aea28f086a1c;f1f58915-c3e1-46de-904b-3879b3c3e9a6;70ba33ae-bed4-4cbd-976b-68cfad0e5f9b;bf56d8c7-2574-4830-998b-070ab89bd8da;c88070fa-7920-46dd-9279-88c4b1b214e0;9ea530ed-46c5-4786-b415-7742f33a4340;be0fa0bb-c7dc-46d9-a2a1-65643cf8e2d9;1459c3c4-3928-434a-9dcb-2dc8dd731a14;17463c01-fc7e-44bc-a06a-f280d5f62d58;326be10b-07ff-4905-b662-769c8fc27710;b9f8b150-468e-47bc-831e-9768b7c6b8a6;1c7bfa74-19fc-456f-bf2c-63411b1d5c52;92426e51-b313-467f-bf13-6d6887fd76b9;508c4537-68f2-477a-9017-82c4ef478935;199be1e6-4111-4c4d-ae16-8e37c69d2ce5;9893e2df-de5b-4ae1-a956-6b8dfaa5d424;5fa872c3-54bd-4a65-8324-50469ba01f0d;494fd574-4ad4-4e14-a1cc-a242e9166501;8a26c8b6-3e23-40d8-a402-6a3662a30722;bd297b68-3531-4831-97a4-15fa41020706;f71731e4-3c5e-4029-805e-aad3b4993b88;4befc82f-993b-4d78-8c48-ed033fe3b154;2624e645-0d3c-4d56-a8c2-64dec3592c49;863d78d2-1afb-464d-99a5-9da45e768dc8,Burst of 24 large cash-outs in under 1 hour
